"refund_id","original_tran_id","refund_time","employee_id","reason","detailed_id","quantity","amount"
344,39620,"2025-02-01 00:00:00",3,"Defective",106650,"2.000","20.00"
345,17028,"2025-08-01 00:00:00",7,"Defective",45784,"1.000","3.85"
346,44580,"2025-07-08 00:00:00",28,"Other",119992,"1.000","2.00"
347,34241,"2025-03-17 00:00:00",47,"Quality/Expired",92127,"1.000","12.00"
348,43327,"2025-02-16 00:00:00",46,"Quality/Expired",116638,"2.000","4.63"
349,36739,"2025-08-08 00:00:00",47,"Defective",98865,"2.000","21.72"
350,28291,"2025-02-26 00:00:00",18,"Defective",76026,"2.000","19.00"
351,17572,"2025-03-11 00:00:00",7,"Changed mind",47271,"2.000","4.60"
352,29817,"2025-08-02 00:00:00",14,"Quality/Expired",80123,"1.000","4.75"
353,23128,"2025-02-27 00:00:00",24,"Quality/Expired",62114,"2.000","14.00"
354,28245,"2025-05-13 00:00:00",38,"Changed mind",75898,"2.000","24.00"
355,34312,"2025-03-08 00:00:00",3,"Changed mind",92301,"1.000","3.85"
356,5239,"2025-06-08 00:00:00",38,"Changed mind",14067,"2.000","20.36"
357,14151,"2025-02-14 00:00:00",47,"Defective",38137,"2.000","12.00"
358,36793,"2025-06-09 00:00:00",40,"Quality/Expired",99014,"1.000","9.00"
359,4067,"2025-03-15 00:00:00",7,"Defective",10922,"2.000","40.00"
360,29914,"2025-04-05 00:00:00",38,"Changed mind",80390,"1.000","1.50"
361,19341,"2025-06-15 00:00:00",38,"Changed mind",52009,"2.000","4.60"
362,912,"2025-06-07 00:00:00",40,"Defective",2430,"3.000","9.00"
363,38416,"2025-08-08 00:00:00",14,"Changed mind",103402,"1.000","7.67"
364,17522,"2025-07-12 00:00:00",28,"Changed mind",47145,"3.000","30.00"
365,47363,"2025-01-05 00:00:00",46,"Other",127534,"3.000","7.50"
366,10087,"2025-06-30 00:00:00",46,"Wrong item",27184,"3.000","29.25"
367,14872,"2025-07-25 00:00:00",3,"Wrong item",40015,"1.000","5.80"
368,1063,"2025-07-12 00:00:00",3,"Quality/Expired",2835,"5.000","27.23"
369,24053,"2025-06-20 00:00:00",40,"Changed mind",64652,"4.000","18.40"
370,16454,"2025-06-03 00:00:00",18,"Quality/Expired",44263,"1.000","15.31"
371,34518,"2025-08-06 00:00:00",24,"Changed mind",92869,"3.000","9.00"
372,44072,"2025-01-25 00:00:00",18,"Wrong item",118642,"1.000","15.00"
373,30633,"2025-03-14 00:00:00",18,"Changed mind",82325,"1.000","18.10"
374,5410,"2025-06-21 00:00:00",3,"Changed mind",14506,"2.000","16.00"
375,2295,"2025-05-27 00:00:00",47,"Wrong item",6148,"1.000","6.00"
376,35550,"2025-04-29 00:00:00",40,"Quality/Expired",95668,"1.000","2.00"
377,13300,"2025-01-23 00:00:00",7,"Changed mind",35880,"3.000","7.35"
378,48007,"2025-07-18 00:00:00",3,"Changed mind",129261,"1.000","20.00"
379,35413,"2025-04-05 00:00:00",3,"Changed mind",95316,"1.000","8.00"
380,12984,"2025-06-13 00:00:00",14,"Quality/Expired",35005,"1.000","6.00"
381,48992,"2025-03-14 00:00:00",14,"Quality/Expired",131877,"1.000","1.75"
382,10351,"2025-06-12 00:00:00",18,"Other",27872,"1.000","3.00"
383,22374,"2025-03-24 00:00:00",3,"Wrong item",60099,"2.000","3.60"
384,13467,"2025-07-22 00:00:00",14,"Wrong item",36301,"1.000","1.75"
385,24021,"2025-08-07 00:00:00",47,"Defective",64564,"2.000","40.00"
386,27673,"2025-07-08 00:00:00",14,"Defective",74359,"1.000","8.00"
387,38571,"2025-05-15 00:00:00",46,"Quality/Expired",103818,"3.000","14.25"
388,843,"2025-04-27 00:00:00",14,"Wrong item",2246,"2.000","28.66"
389,24917,"2025-06-19 00:00:00",3,"Wrong item",66977,"1.000","9.59"
390,42059,"2025-06-16 00:00:00",38,"Defective",113223,"1.000","7.00"
391,27586,"2025-04-11 00:00:00",14,"Quality/Expired",74141,"5.000","30.50"
392,17286,"2025-01-27 00:00:00",7,"Changed mind",46510,"1.000","8.00"
393,49348,"2025-07-21 00:00:00",38,"Changed mind",132879,"1.000","2.50"
394,38390,"2025-07-13 00:00:00",38,"Changed mind",103335,"1.000","10.00"
395,7045,"2025-08-15 00:00:00",7,"Changed mind",18983,"3.000","12.00"
396,14118,"2025-07-24 00:00:00",46,"Wrong item",38051,"2.000","7.00"
397,17156,"2025-03-16 00:00:00",7,"Other",46144,"2.000","16.00"
398,19153,"2025-08-03 00:00:00",7,"Quality/Expired",51511,"2.000","8.40"
399,25519,"2025-04-09 00:00:00",3,"Defective",68570,"2.000","5.57"
400,23731,"2025-03-26 00:00:00",38,"Changed mind",63773,"1.000","2.50"
401,32040,"2025-07-06 00:00:00",47,"Wrong item",86144,"1.000","2.50"
402,26980,"2025-07-10 00:00:00",38,"Wrong item",72514,"1.000","10.00"
403,47608,"2025-01-27 00:00:00",46,"Wrong item",128188,"1.000","2.30"
404,40791,"2025-04-19 00:00:00",14,"Changed mind",109818,"2.000","12.00"
405,12921,"2025-06-10 00:00:00",18,"Defective",34840,"1.000","1.00"
406,27792,"2025-06-04 00:00:00",3,"Wrong item",74675,"4.000","6.00"
407,16385,"2025-05-19 00:00:00",18,"Changed mind",44080,"3.000","3.00"
408,24608,"2025-04-23 00:00:00",46,"Defective",66135,"3.000","13.24"
409,7231,"2025-06-18 00:00:00",40,"Changed mind",19475,"1.000","4.00"
410,41924,"2025-03-07 00:00:00",28,"Defective",112861,"2.000","8.00"
411,42428,"2025-04-27 00:00:00",18,"Defective",114218,"2.000","12.00"
412,6284,"2025-01-12 00:00:00",46,"Quality/Expired",16892,"1.000","3.10"
413,20289,"2025-07-16 00:00:00",46,"Defective",54534,"2.000","2.90"
414,21477,"2025-06-23 00:00:00",40,"Wrong item",57712,"1.000","2.50"
415,40371,"2025-04-25 00:00:00",40,"Defective",108668,"2.000","9.00"
416,435,"2025-04-11 00:00:00",3,"Other",1166,"1.000","1.00"
417,18298,"2025-06-07 00:00:00",28,"Quality/Expired",49250,"4.000","10.00"
418,40174,"2025-04-22 00:00:00",28,"Changed mind",108131,"1.000","1.75"
419,31697,"2025-06-29 00:00:00",3,"Changed mind",85207,"1.000","9.00"
420,48574,"2025-03-21 00:00:00",40,"Wrong item",130777,"1.000","3.00"
421,6764,"2025-03-04 00:00:00",7,"Defective",18222,"2.000","20.00"
422,3392,"2025-05-05 00:00:00",47,"Defective",9072,"2.000","5.00"
423,39067,"2025-06-08 00:00:00",46,"Changed mind",105127,"1.000","9.00"
424,29320,"2025-04-01 00:00:00",14,"Defective",78723,"3.000","6.00"
425,12732,"2025-02-25 00:00:00",47,"Quality/Expired",34315,"4.000","22.00"
426,11514,"2025-02-02 00:00:00",7,"Other",31049,"1.000","1.75"
427,1632,"2025-02-26 00:00:00",38,"Changed mind",4368,"1.000","10.00"
428,33337,"2025-02-12 00:00:00",40,"Defective",89704,"1.000","1.80"
429,36305,"2025-02-23 00:00:00",24,"Changed mind",97698,"4.000","9.80"
430,11108,"2025-03-28 00:00:00",46,"Changed mind",29915,"1.000","20.00"
431,37940,"2025-04-09 00:00:00",14,"Quality/Expired",102145,"3.000","7.35"
432,26264,"2025-06-19 00:00:00",38,"Changed mind",70619,"1.000","10.00"
433,27795,"2025-04-27 00:00:00",47,"Defective",74684,"2.000","5.00"
434,32865,"2025-07-15 00:00:00",46,"Other",88391,"1.000","6.50"
435,44917,"2025-04-03 00:00:00",38,"Defective",120899,"3.000","12.30"
436,11845,"2025-04-18 00:00:00",38,"Quality/Expired",31923,"1.000","1.50"
437,1948,"2025-05-01 00:00:00",28,"Defective",5219,"2.000","4.00"
438,19975,"2025-06-17 00:00:00",40,"Defective",53728,"1.000","6.00"
439,19168,"2025-07-05 00:00:00",18,"Quality/Expired",51555,"2.000","9.00"
440,2583,"2025-05-08 00:00:00",14,"Defective",6916,"1.000","3.00"
441,13947,"2025-05-11 00:00:00",14,"Wrong item",37586,"2.000","6.00"
442,19425,"2025-01-27 00:00:00",40,"Defective",52234,"1.000","10.00"
443,5083,"2025-02-24 00:00:00",38,"Defective",13654,"1.000","4.50"
444,32484,"2025-03-08 00:00:00",7,"Changed mind",87323,"1.000","2.75"
445,47770,"2025-05-12 00:00:00",7,"Defective",128618,"1.000","4.50"
446,45107,"2025-03-26 00:00:00",40,"Other",121416,"4.000","10.00"
447,17963,"2025-03-16 00:00:00",28,"Changed mind",48330,"2.000","8.00"
448,7875,"2025-04-24 00:00:00",24,"Wrong item",21202,"1.000","5.90"
449,49884,"2025-07-25 00:00:00",3,"Defective",134325,"1.000","3.00"
450,37765,"2025-03-28 00:00:00",7,"Defective",101668,"2.000","3.50"
451,36319,"2025-02-14 00:00:00",3,"Changed mind",97732,"1.000","15.00"
452,43680,"2025-06-18 00:00:00",14,"Changed mind",117568,"3.000","54.00"
453,6646,"2025-02-14 00:00:00",24,"Defective",17891,"2.000","4.80"
454,2398,"2025-07-15 00:00:00",47,"Changed mind",6440,"1.000","1.00"
455,27629,"2025-02-21 00:00:00",40,"Defective",74241,"4.000","28.00"
456,14643,"2025-02-07 00:00:00",3,"Defective",39393,"1.000","6.00"
457,16631,"2025-03-12 00:00:00",24,"Wrong item",44728,"1.000","2.10"
458,49730,"2025-08-13 00:00:00",38,"Wrong item",133925,"2.000","9.00"
459,31422,"2025-03-06 00:00:00",7,"Quality/Expired",84462,"2.000","19.50"
460,27487,"2025-05-12 00:00:00",24,"Wrong item",73870,"1.000","1.37"
461,16405,"2025-08-15 00:00:00",40,"Wrong item",44128,"2.000","5.50"
462,29771,"2025-03-17 00:00:00",24,"Quality/Expired",79983,"1.000","2.40"
463,29076,"2025-03-06 00:00:00",28,"Quality/Expired",78083,"3.000","7.35"
464,21245,"2025-04-14 00:00:00",28,"Changed mind",57096,"2.000","3.76"
465,43004,"2025-05-03 00:00:00",38,"Other",115741,"1.000","5.00"
466,31297,"2025-06-11 00:00:00",18,"Changed mind",84128,"2.000","8.00"
467,29474,"2025-01-27 00:00:00",28,"Defective",79165,"3.000","16.50"
468,34361,"2025-05-31 00:00:00",18,"Quality/Expired",92435,"5.000","29.00"
469,32887,"2025-01-27 00:00:00",40,"Other",88456,"4.000","32.00"
470,14878,"2025-03-09 00:00:00",28,"Changed mind",40030,"1.000","2.00"
471,44494,"2025-01-06 00:00:00",46,"Changed mind",119754,"2.000","9.50"
472,33518,"2025-06-04 00:00:00",40,"Defective",90194,"3.000","60.00"
473,5511,"2025-01-19 00:00:00",47,"Defective",14784,"5.000","25.00"
474,27811,"2025-01-12 00:00:00",14,"Wrong item",74729,"1.000","3.63"
475,48189,"2025-03-12 00:00:00",46,"Quality/Expired",129749,"3.000","23.09"
476,10873,"2025-06-24 00:00:00",28,"Quality/Expired",29278,"2.000","2.00"
477,34873,"2025-06-17 00:00:00",28,"Wrong item",93846,"3.000","60.00"
478,5216,"2025-04-09 00:00:00",18,"Other",14006,"2.000","2.00"
479,21076,"2025-07-11 00:00:00",40,"Defective",56629,"1.000","1.50"
480,30052,"2025-06-27 00:00:00",38,"Defective",80777,"1.000","2.50"
481,22201,"2025-03-24 00:00:00",7,"Defective",59658,"3.000","18.00"
482,33938,"2025-08-09 00:00:00",14,"Quality/Expired",91320,"2.000","4.00"
483,2091,"2025-06-18 00:00:00",14,"Defective",5602,"1.000","3.00"
484,11106,"2025-03-11 00:00:00",40,"Defective",29909,"3.000","6.00"
485,12876,"2025-07-16 00:00:00",7,"Wrong item",34715,"3.000","10.50"
486,41111,"2025-06-28 00:00:00",24,"Changed mind",110690,"1.000","10.00"
487,18054,"2025-08-26 00:00:00",24,"Changed mind",48572,"2.000","9.43"
488,23696,"2025-02-13 00:00:00",24,"Quality/Expired",63677,"1.000","15.00"
489,2650,"2025-03-18 00:00:00",38,"Other",7084,"2.000","9.00"
490,30015,"2025-03-17 00:00:00",3,"Defective",80674,"4.000","40.00"
491,29370,"2025-03-26 00:00:00",46,"Quality/Expired",78874,"3.000","9.00"
492,32648,"2025-02-10 00:00:00",47,"Defective",87774,"1.000","3.50"
493,15748,"2025-02-23 00:00:00",24,"Defective",42357,"2.000","4.00"
494,41108,"2025-08-02 00:00:00",46,"Quality/Expired",110679,"2.000","7.70"
495,27726,"2025-03-29 00:00:00",40,"Defective",74506,"1.000","4.00"
496,41976,"2025-07-16 00:00:00",18,"Quality/Expired",112993,"3.000","54.00"
497,40726,"2025-07-17 00:00:00",28,"Changed mind",109646,"3.000","36.00"
498,26827,"2025-03-28 00:00:00",3,"Defective",72109,"1.000","2.31"
499,33219,"2025-07-30 00:00:00",38,"Defective",89371,"1.000","2.79"
500,31078,"2025-01-30 00:00:00",40,"Defective",83532,"2.000","4.00"
501,14987,"2025-02-02 00:00:00",46,"Changed mind",40309,"1.000","4.50"
502,42097,"2025-03-19 00:00:00",7,"Wrong item",113324,"4.000","60.00"
503,47590,"2025-06-30 00:00:00",18,"Changed mind",128143,"2.000","5.00"
504,43302,"2025-04-28 00:00:00",18,"Changed mind",116571,"3.000","15.00"
505,46834,"2025-07-24 00:00:00",28,"Changed mind",126143,"1.000","9.50"
506,21193,"2025-07-04 00:00:00",7,"Other",56941,"1.000","20.00"
507,5241,"2025-04-27 00:00:00",40,"Changed mind",14076,"3.000","4.50"
508,49508,"2025-06-26 00:00:00",24,"Changed mind",133309,"1.000","1.50"
509,23378,"2025-01-21 00:00:00",28,"Changed mind",62806,"1.000","8.00"
510,13577,"2025-02-04 00:00:00",18,"Other",36585,"2.000","8.00"
511,17770,"2025-04-05 00:00:00",3,"Changed mind",47800,"1.000","4.00"
512,28751,"2025-07-21 00:00:00",28,"Other",77221,"1.000","5.46"
513,37978,"2025-04-26 00:00:00",38,"Other",102243,"2.000","10.00"
514,17304,"2025-03-19 00:00:00",7,"Wrong item",46560,"4.000","19.00"
515,20416,"2025-01-16 00:00:00",3,"Quality/Expired",54873,"4.000","18.00"
516,41973,"2025-07-27 00:00:00",40,"Wrong item",112986,"2.000","1.92"
517,30671,"2025-04-15 00:00:00",24,"Wrong item",82425,"1.000","18.00"
518,44023,"2025-04-09 00:00:00",38,"Defective",118506,"1.000","8.00"
519,43789,"2025-07-26 00:00:00",46,"Other",117875,"1.000","20.00"
520,6209,"2025-05-08 00:00:00",40,"Defective",16687,"2.000","20.00"
521,40518,"2025-07-06 00:00:00",46,"Defective",109082,"5.000","14.50"
522,30133,"2025-03-05 00:00:00",46,"Wrong item",80994,"2.000","5.00"
523,47848,"2025-06-16 00:00:00",14,"Other",128825,"1.000","4.00"
524,982,"2025-03-13 00:00:00",47,"Defective",2618,"3.000","14.25"
525,28655,"2025-02-21 00:00:00",46,"Changed mind",76953,"4.000","84.00"
526,30441,"2025-08-01 00:00:00",28,"Defective",81789,"3.000","3.00"
527,40521,"2025-07-28 00:00:00",3,"Other",109088,"1.000","1.81"
528,38305,"2025-05-23 00:00:00",47,"Wrong item",103106,"5.000","15.00"
529,39416,"2025-02-03 00:00:00",7,"Other",106051,"2.000","2.74"
530,24212,"2025-03-01 00:00:00",38,"Changed mind",65083,"1.000","6.00"
531,49029,"2025-04-24 00:00:00",3,"Wrong item",131992,"1.000","2.50"
532,42544,"2025-04-21 00:00:00",46,"Quality/Expired",114513,"1.000","4.16"
533,10623,"2025-03-13 00:00:00",46,"Changed mind",28612,"1.000","2.00"
534,12157,"2025-03-02 00:00:00",38,"Wrong item",32757,"2.000","18.00"
535,44764,"2025-04-07 00:00:00",40,"Changed mind",120509,"3.000","10.50"
536,22704,"2025-06-22 00:00:00",47,"Quality/Expired",60970,"1.000","2.90"
537,5754,"2025-03-01 00:00:00",40,"Defective",15455,"2.000","3.50"
538,46901,"2025-05-01 00:00:00",46,"Changed mind",126316,"1.000","6.00"
539,7259,"2025-04-05 00:00:00",7,"Defective",19543,"1.000","1.00"
540,24351,"2025-07-18 00:00:00",3,"Defective",65456,"2.000","2.00"
541,3117,"2025-04-07 00:00:00",38,"Other",8320,"2.000","15.00"
542,45138,"2025-02-20 00:00:00",18,"Quality/Expired",121503,"3.000","54.00"
543,38419,"2025-07-21 00:00:00",14,"Defective",103411,"1.000","5.00"
544,36622,"2025-07-01 00:00:00",38,"Changed mind",98556,"3.000","18.00"
545,45935,"2025-03-04 00:00:00",24,"Quality/Expired",123675,"1.000","0.19"
546,43354,"2025-08-16 00:00:00",7,"Wrong item",116699,"3.000","12.00"
547,7316,"2025-01-13 00:00:00",38,"Defective",19695,"1.000","2.48"
548,37277,"2025-04-20 00:00:00",40,"Quality/Expired",100331,"1.000","3.00"
549,22831,"2025-07-27 00:00:00",18,"Defective",61306,"2.000","6.00"
550,46709,"2025-03-22 00:00:00",18,"Wrong item",125809,"1.000","1.00"
551,9586,"2025-03-01 00:00:00",3,"Defective",25841,"1.000","4.50"
552,232,"2025-06-07 00:00:00",7,"Defective",616,"2.000","12.00"
553,11561,"2025-06-01 00:00:00",14,"Changed mind",31175,"2.000","16.00"
554,25649,"2025-03-15 00:00:00",47,"Wrong item",68934,"1.000","4.34"
555,34228,"2025-06-16 00:00:00",46,"Changed mind",92090,"3.000","36.00"
556,36216,"2025-05-21 00:00:00",40,"Defective",97456,"2.000","16.00"
557,32627,"2025-04-28 00:00:00",14,"Changed mind",87711,"1.000","16.69"
558,18951,"2025-03-09 00:00:00",18,"Defective",50950,"2.000","4.00"
559,27865,"2025-06-19 00:00:00",38,"Quality/Expired",74863,"1.000","2.33"
560,28951,"2025-02-24 00:00:00",7,"Defective",77756,"1.000","4.75"
561,10937,"2025-01-14 00:00:00",40,"Changed mind",29438,"1.000","4.75"
562,46534,"2025-06-22 00:00:00",28,"Wrong item",125321,"1.000","4.00"
563,36666,"2025-02-17 00:00:00",18,"Quality/Expired",98666,"2.000","11.00"
564,45308,"2025-04-26 00:00:00",14,"Quality/Expired",121977,"1.000","4.50"
565,42265,"2025-06-12 00:00:00",3,"Defective",113768,"2.000","10.00"
566,27540,"2025-02-27 00:00:00",7,"Defective",74023,"3.000","75.00"
567,10458,"2025-04-29 00:00:00",38,"Other",28147,"1.000","3.93"
568,41925,"2025-01-19 00:00:00",40,"Other",112862,"3.000","6.00"
569,6438,"2025-03-03 00:00:00",14,"Wrong item",17322,"1.000","4.50"
570,5642,"2025-06-09 00:00:00",18,"Quality/Expired",15144,"4.000","19.00"
571,44392,"2025-04-27 00:00:00",24,"Quality/Expired",119479,"2.000","4.00"
572,33298,"2025-03-20 00:00:00",40,"Quality/Expired",89605,"2.000","11.00"
573,44430,"2025-07-10 00:00:00",46,"Quality/Expired",119574,"4.000","48.00"
574,21918,"2025-02-13 00:00:00",7,"Wrong item",58884,"1.000","6.00"
575,39053,"2025-01-09 00:00:00",46,"Quality/Expired",105090,"1.000","3.25"
576,303,"2025-03-22 00:00:00",46,"Changed mind",823,"1.000","1.36"
577,41692,"2025-07-25 00:00:00",7,"Defective",112242,"1.000","4.50"
578,30893,"2025-04-27 00:00:00",14,"Other",83033,"3.000","6.00"
579,28459,"2025-01-09 00:00:00",14,"Changed mind",76452,"2.000","10.00"
580,8581,"2025-03-14 00:00:00",40,"Changed mind",23112,"3.000","15.00"
581,12060,"2025-04-05 00:00:00",14,"Quality/Expired",32492,"2.000","4.00"
582,9494,"2025-02-19 00:00:00",47,"Changed mind",25598,"1.000","5.00"
583,4669,"2025-02-05 00:00:00",28,"Changed mind",12531,"2.000","4.00"
584,11288,"2025-05-11 00:00:00",24,"Wrong item",30423,"1.000","3.00"
585,46153,"2025-05-03 00:00:00",40,"Other",124262,"2.000","12.00"
586,5251,"2025-06-02 00:00:00",28,"Defective",14106,"3.000","13.42"
587,39780,"2025-04-01 00:00:00",3,"Defective",107089,"2.000","4.36"
588,32339,"2025-05-31 00:00:00",3,"Defective",86944,"1.000","11.03"
589,22406,"2025-04-15 00:00:00",46,"Changed mind",60191,"2.000","9.50"
590,39656,"2025-04-03 00:00:00",24,"Other",106747,"1.000","9.50"
591,27592,"2025-07-10 00:00:00",14,"Wrong item",74152,"4.000","4.80"
592,18203,"2025-06-18 00:00:00",18,"Defective",48998,"2.000","2.00"
593,8619,"2025-03-16 00:00:00",7,"Changed mind",23205,"1.000","2.00"
594,4867,"2025-06-20 00:00:00",24,"Other",13070,"1.000","1.00"
595,21754,"2025-03-17 00:00:00",40,"Wrong item",58425,"2.000","0.40"
596,11788,"2025-01-15 00:00:00",28,"Changed mind",31774,"1.000","8.00"
597,16587,"2025-05-02 00:00:00",14,"Wrong item",44619,"4.000","24.00"
598,19816,"2025-02-01 00:00:00",46,"Wrong item",53308,"1.000","7.50"
599,1301,"2025-07-25 00:00:00",24,"Defective",3493,"5.000","40.00"
600,18134,"2025-01-07 00:00:00",47,"Quality/Expired",48798,"1.000","6.50"
601,17763,"2025-06-24 00:00:00",47,"Defective",47777,"2.000","3.00"
602,17627,"2025-01-20 00:00:00",46,"Changed mind",47408,"1.000","5.00"
603,23530,"2025-06-29 00:00:00",40,"Other",63225,"1.000","1.90"
604,34580,"2025-05-22 00:00:00",3,"Changed mind",93044,"2.000","12.00"
605,15017,"2025-01-19 00:00:00",40,"Quality/Expired",40394,"1.000","10.00"
606,14079,"2025-05-01 00:00:00",28,"Quality/Expired",37938,"1.000","10.00"
607,34263,"2025-02-25 00:00:00",46,"Other",92180,"1.000","8.10"
608,11096,"2025-02-11 00:00:00",46,"Quality/Expired",29882,"1.000","14.90"
609,41722,"2025-01-24 00:00:00",3,"Changed mind",112327,"1.000","9.50"
610,21241,"2025-04-18 00:00:00",40,"Quality/Expired",57081,"4.000","32.00"
611,39533,"2025-03-02 00:00:00",40,"Wrong item",106390,"2.000","4.00"
612,10844,"2025-02-27 00:00:00",18,"Defective",29201,"1.000","1.50"
613,46279,"2025-04-01 00:00:00",47,"Changed mind",124612,"1.000","2.45"
614,8894,"2025-02-02 00:00:00",40,"Wrong item",23959,"2.000","18.00"
615,11805,"2025-02-26 00:00:00",14,"Changed mind",31825,"2.000","8.00"
616,33961,"2025-04-13 00:00:00",18,"Other",91387,"2.000","3.76"
617,1740,"2025-03-30 00:00:00",47,"Changed mind",4660,"2.000","10.00"
618,17136,"2025-08-07 00:00:00",24,"Other",46092,"1.000","5.00"
619,24070,"2025-02-09 00:00:00",28,"Other",64697,"3.000","13.50"
620,4257,"2025-07-25 00:00:00",7,"Defective",11429,"1.000","2.00"
621,510,"2025-04-14 00:00:00",47,"Defective",1365,"1.000","4.50"
622,31069,"2025-05-30 00:00:00",47,"Quality/Expired",83509,"2.000","8.00"
623,11210,"2025-02-06 00:00:00",47,"Changed mind",30184,"2.000","9.40"
624,6847,"2025-04-23 00:00:00",24,"Changed mind",18436,"4.000","10.00"
625,5562,"2025-07-31 00:00:00",47,"Defective",14921,"1.000","1.50"
626,27147,"2025-05-17 00:00:00",18,"Changed mind",72964,"1.000","1.36"
627,26032,"2025-05-03 00:00:00",14,"Changed mind",69995,"2.000","17.97"
628,36426,"2025-06-23 00:00:00",18,"Changed mind",98015,"1.000","2.50"
629,33066,"2025-07-19 00:00:00",7,"Defective",88953,"1.000","4.50"
630,39502,"2025-05-24 00:00:00",7,"Quality/Expired",106301,"1.000","2.40"
631,43556,"2025-07-06 00:00:00",3,"Wrong item",117228,"2.000","8.00"
632,5692,"2025-06-06 00:00:00",28,"Changed mind",15279,"2.000","24.00"
633,7279,"2025-04-23 00:00:00",24,"Other",19602,"3.000","18.00"
634,27132,"2025-01-13 00:00:00",46,"Defective",72923,"2.000","6.90"
635,3637,"2025-02-02 00:00:00",46,"Changed mind",9746,"1.000","5.00"
636,2765,"2025-07-16 00:00:00",7,"Quality/Expired",7396,"1.000","2.91"
